ticket_id,customer_id,date_opened,issue_type,resolution_time_days,status
TCKT000813,CUST00596,2024-01-18,Incorrect Charge,8,Unresolved
TCKT000814,CUST00015,2024-05-02,Account Locked,8,Pending
TCKT000815,CUST00632,2023-09-22,Card Not Working,14,Resolved
TCKT000816,CUST00319,2024-10-12,Incorrect Charge,11,Resolved
TCKT000817,CUST00033,2025-02-15,Delayed Credit,3,Unresolved
TCKT000818,CUST00678,2024-06-11,Delayed Credit,5,Resolved
TCKT000819,CUST00593,2023-12-15,Card Not Working,5,Unresolved
TCKT000820,CUST00723,2024-04-15,Delayed Credit,10,Resolved
TCKT000821,CUST00919,2024-04-19,Card Not Working,12,Unresolved
TCKT000822,CUST00783,2025-04-02,Login Issue,13,Unresolved
TCKT000823,CUST00337,2023-09-23,Delayed Credit,2,Unresolved
TCKT000824,CUST00974,2024-06-13,Failed Transaction,9,Unresolved
TCKT000825,CUST00694,2025-01-28,Account Locked,8,Resolved
TCKT000826,CUST00616,2024-05-02,Failed Transaction,8,Resolved
TCKT000827,CUST00331,2024-03-16,Account Locked,8,Pending
TCKT000828,CUST00412,2023-10-27,Delayed Credit,11,Resolved
TCKT000829,CUST00188,2025-03-17,Delayed Credit,1,Unresolved
TCKT000830,CUST00834,2024-06-02,Account Locked,14,Unresolved
TCKT000831,CUST00838,2025-03-09,Delayed Credit,1,Unresolved
TCKT000832,CUST00144,2023-09-03,Login Issue,5,Resolved
TCKT000833,CUST00109,2024-04-04,Account Locked,7,Resolved
TCKT000834,CUST00569,2025-04-09,Failed Transaction,15,Unresolved
TCKT000835,CUST00813,2024-02-16,Incorrect Charge,10,Unresolved
TCKT000836,CUST00912,2025-05-24,Delayed Credit,13,Resolved
TCKT000837,CUST00890,2024-10-21,Failed Transaction,8,Resolved
TCKT000838,CUST00050,2024-07-23,Delayed Credit,5,Unresolved
TCKT000839,CUST00997,2023-09-03,Login Issue,15,Pending
TCKT000840,CUST00419,2024-02-18,Account Locked,11,Resolved
TCKT000841,CUST00375,2024-10-03,Login Issue,14,Pending
TCKT000842,CUST00944,2024-12-06,Card Not Working,1,Resolved
TCKT000843,CUST00327,2024-08-02,Delayed Credit,12,Pending
TCKT000844,CUST00607,2024-03-12,Card Not Working,5,Pending
TCKT000845,CUST00143,2024-03-20,Login Issue,3,Resolved
TCKT000846,CUST00528,2025-01-31,Login Issue,11,Unresolved
TCKT000847,CUST00251,2023-08-30,Failed Transaction,14,Pending
TCKT000848,CUST00384,2024-04-02,Delayed Credit,10,Unresolved
TCKT000849,CUST00779,2023-10-12,Failed Transaction,4,Resolved
TCKT000850,CUST00815,2024-10-27,Delayed Credit,5,Unresolved
TCKT000851,CUST00663,2023-12-03,Failed Transaction,5,Unresolved
TCKT000852,CUST00206,2024-10-09,Delayed Credit,7,Resolved
TCKT000853,CUST00473,2023-11-23,Delayed Credit,10,Unresolved
TCKT000854,CUST00359,2025-04-24,Login Issue,4,Unresolved
TCKT000855,CUST00410,2025-01-04,Incorrect Charge,15,Unresolved
TCKT000856,CUST00809,2023-09-25,Failed Transaction,2,Resolved
TCKT000857,CUST00807,2024-04-24,Login Issue,7,Resolved
TCKT000858,CUST00144,2025-02-22,Card Not Working,2,Unresolved
TCKT000859,CUST00255,2023-07-19,Card Not Working,8,Unresolved
TCKT000860,CUST00343,2025-01-15,Delayed Credit,12,Unresolved
TCKT000861,CUST00472,2025-04-22,Failed Transaction,4,Unresolved
TCKT000862,CUST00132,2025-01-16,Delayed Credit,14,Unresolved
TCKT000863,CUST00465,2024-09-16,Card Not Working,4,Unresolved
TCKT000864,CUST00792,2024-06-23,Delayed Credit,10,Unresolved
TCKT000865,CUST00517,2025-06-26,Card Not Working,5,Unresolved
TCKT000866,CUST00096,2023-07-30,Account Locked,12,Unresolved
TCKT000867,CUST00812,2025-02-01,Failed Transaction,15,Unresolved
TCKT000868,CUST00599,2023-08-07,Login Issue,2,Resolved
TCKT000869,CUST00022,2024-06-14,Login Issue,8,Unresolved
TCKT000870,CUST00777,2024-07-10,Delayed Credit,10,Pending
TCKT000871,CUST00124,2023-11-17,Login Issue,4,Resolved
TCKT000872,CUST00010,2024-03-15,Account Locked,11,Unresolved
TCKT000873,CUST00074,2023-11-05,Login Issue,1,Resolved
TCKT000874,CUST00599,2023-08-13,Card Not Working,11,Unresolved
TCKT000875,CUST00557,2024-07-24,Incorrect Charge,10,Resolved
TCKT000876,CUST00358,2024-12-14,Incorrect Charge,1,Resolved
TCKT000877,CUST00127,2023-10-22,Account Locked,5,Unresolved
TCKT000878,CUST00977,2025-04-25,Delayed Credit,11,Pending
TCKT000879,CUST00206,2024-04-20,Login Issue,7,Resolved
TCKT000880,CUST00381,2024-08-27,Card Not Working,7,Unresolved
TCKT000881,CUST00361,2024-02-12,Account Locked,14,Pending
TCKT000882,CUST00330,2025-01-14,Incorrect Charge,7,Unresolved
TCKT000883,CUST00869,2023-11-24,Delayed Credit,4,Resolved
TCKT000884,CUST00061,2025-05-15,Account Locked,11,Pending
TCKT000885,CUST00245,2025-02-26,Incorrect Charge,4,Unresolved
TCKT000886,CUST00959,2023-10-08,Account Locked,7,Unresolved
TCKT000887,CUST00125,2024-04-29,Login Issue,9,Pending
TCKT000888,CUST00208,2023-07-21,Incorrect Charge,13,Unresolved
TCKT000889,CUST00038,2025-06-30,Card Not Working,10,Resolved
TCKT000890,CUST00264,2024-12-09,Login Issue,11,Resolved
TCKT000891,CUST00333,2024-06-04,Account Locked,11,Unresolved
TCKT000892,CUST00471,2025-01-15,Card Not Working,3,Pending
TCKT000893,CUST00120,2025-01-05,Failed Transaction,3,Resolved
TCKT000894,CUST00856,2024-05-16,Delayed Credit,11,Pending
TCKT000895,CUST00966,2025-06-30,Incorrect Charge,6,Pending
TCKT000896,CUST00287,2023-08-17,Account Locked,3,Resolved
TCKT000897,CUST00096,2024-06-09,Account Locked,15,Unresolved
TCKT000898,CUST00852,2024-07-14,Card Not Working,12,Resolved
TCKT000899,CUST00694,2025-06-19,Failed Transaction,5,Pending
TCKT000900,CUST00895,2023-12-02,Card Not Working,9,Unresolved
TCKT000901,CUST00761,2024-10-04,Login Issue,4,Pending
TCKT000902,CUST00630,2023-10-05,Account Locked,4,Resolved
TCKT000903,CUST00793,2024-04-27,Card Not Working,5,Unresolved
TCKT000904,CUST00350,2023-07-09,Incorrect Charge,5,Resolved
TCKT000905,CUST00802,2024-10-21,Incorrect Charge,9,Unresolved
TCKT000906,CUST00991,2025-05-21,Incorrect Charge,14,Resolved
TCKT000907,CUST00520,2025-06-21,Delayed Credit,12,Pending
TCKT000908,CUST00023,2023-10-02,Failed Transaction,3,Resolved
TCKT000909,CUST00399,2024-09-14,Failed Transaction,13,Unresolved
TCKT000910,CUST00097,2024-04-09,Delayed Credit,3,Unresolved
TCKT000911,CUST00378,2024-01-30,Failed Transaction,7,Unresolved
TCKT000912,CUST00624,2024-12-16,Card Not Working,10,Unresolved
TCKT000913,CUST00438,2023-08-09,Incorrect Charge,4,Resolved
TCKT000914,CUST00212,2024-01-06,Incorrect Charge,6,Pending
TCKT000915,CUST00203,2024-03-21,Account Locked,14,Unresolved
TCKT000916,CUST00322,2023-08-29,Card Not Working,9,Pending
TCKT000917,CUST00045,2024-10-24,Account Locked,6,Resolved
TCKT000918,CUST00487,2024-01-17,Failed Transaction,13,Pending
TCKT000919,CUST00411,2025-05-25,Delayed Credit,8,Resolved
TCKT000920,CUST00381,2024-11-27,Account Locked,10,Unresolved
TCKT000921,CUST00371,2024-02-08,Login Issue,11,Unresolved
TCKT000922,CUST00053,2025-06-29,Login Issue,6,Resolved
TCKT000923,CUST00341,2023-12-28,Login Issue,11,Resolved
TCKT000924,CUST00091,2023-12-19,Failed Transaction,11,Unresolved
TCKT000925,CUST00448,2023-10-08,Login Issue,15,Resolved
TCKT000926,CUST00546,2024-02-16,Account Locked,9,Resolved
TCKT000927,CUST00778,2025-01-25,Incorrect Charge,2,Pending
TCKT000928,CUST00800,2023-10-15,Card Not Working,13,Pending
TCKT000929,CUST00980,2024-10-29,Incorrect Charge,2,Unresolved
TCKT000930,CUST00694,2025-06-24,Card Not Working,14,Unresolved
TCKT000931,CUST00805,2023-07-24,Login Issue,1,Resolved
TCKT000932,CUST00654,2024-04-14,Delayed Credit,5,Pending
TCKT000933,CUST00270,2023-09-09,Account Locked,14,Resolved
TCKT000934,CUST00995,2025-01-19,Delayed Credit,12,Unresolved
TCKT000935,CUST00797,2024-03-23,Delayed Credit,1,Resolved
TCKT000936,CUST00937,2024-04-25,Failed Transaction,6,Pending
TCKT000937,CUST00236,2024-03-17,Incorrect Charge,10,Unresolved
TCKT000938,CUST00054,2023-10-24,Failed Transaction,9,Unresolved
TCKT000939,CUST00075,2024-07-13,Card Not Working,14,Unresolved
TCKT000940,CUST00117,2025-04-01,Failed Transaction,7,Unresolved
TCKT000941,CUST00917,2025-01-23,Card Not Working,11,Pending
TCKT000942,CUST00267,2024-06-14,Account Locked,8,Resolved
TCKT000943,CUST00437,2024-12-10,Incorrect Charge,3,Pending
TCKT000944,CUST00234,2024-08-08,Incorrect Charge,14,Pending
TCKT000945,CUST00495,2024-05-21,Account Locked,11,Pending
TCKT000946,CUST00509,2023-12-15,Card Not Working,12,Resolved
TCKT000947,CUST00285,2025-02-16,Card Not Working,14,Resolved
TCKT000948,CUST00179,2023-12-04,Login Issue,4,Unresolved
TCKT000949,CUST00781,2025-04-21,Delayed Credit,2,Unresolved
TCKT000950,CUST00792,2024-10-27,Failed Transaction,14,Resolved
TCKT000951,CUST00955,2023-07-21,Failed Transaction,5,Resolved
TCKT000952,CUST00415,2023-11-27,Login Issue,3,Pending
TCKT000953,CUST00140,2024-09-18,Delayed Credit,6,Unresolved
TCKT000954,CUST00322,2023-08-21,Account Locked,4,Resolved
TCKT000955,CUST00234,2024-06-20,Failed Transaction,14,Unresolved
TCKT000956,CUST00043,2025-03-29,Login Issue,7,Resolved
TCKT000957,CUST00803,2024-03-18,Card Not Working,14,Pending
TCKT000958,CUST00142,2023-09-21,Failed Transaction,9,Pending
TCKT000959,CUST00094,2025-02-14,Delayed Credit,8,Unresolved
TCKT000960,CUST00038,2024-12-23,Delayed Credit,15,Resolved
TCKT000961,CUST00670,2023-10-29,Card Not Working,14,Pending
TCKT000962,CUST00063,2025-02-27,Account Locked,4,Unresolved
TCKT000963,CUST00945,2024-08-05,Account Locked,12,Resolved
TCKT000964,CUST00123,2024-02-02,Delayed Credit,7,Unresolved
TCKT000965,CUST00024,2025-03-20,Account Locked,3,Unresolved
TCKT000966,CUST00927,2024-01-11,Account Locked,9,Pending
TCKT000967,CUST00113,2025-04-30,Login Issue,8,Unresolved
TCKT000968,CUST00677,2023-11-27,Account Locked,12,Unresolved
TCKT000969,CUST00509,2025-05-29,Card Not Working,9,Unresolved
TCKT000970,CUST00593,2023-09-09,Account Locked,1,Unresolved
TCKT000971,CUST00540,2025-06-10,Failed Transaction,11,Resolved
TCKT000972,CUST00660,2025-01-25,Account Locked,15,Resolved
TCKT000973,CUST00578,2024-12-19,Incorrect Charge,11,Resolved
TCKT000974,CUST00880,2025-02-13,Account Locked,2,Resolved
TCKT000975,CUST00139,2025-05-23,Account Locked,11,Unresolved
TCKT000976,CUST00010,2025-05-12,Login Issue,9,Pending
TCKT000977,CUST00229,2025-04-11,Login Issue,11,Unresolved
TCKT000978,CUST00080,2023-11-28,Login Issue,15,Pending
TCKT000979,CUST00089,2023-08-03,Delayed Credit,3,Unresolved
TCKT000980,CUST00824,2024-12-06,Failed Transaction,7,Pending
TCKT000981,CUST00452,2024-07-12,Failed Transaction,6,Unresolved
TCKT000982,CUST00145,2023-12-01,Account Locked,13,Unresolved
TCKT000983,CUST00429,2025-03-28,Login Issue,4,Pending
TCKT000984,CUST00122,2024-08-31,Delayed Credit,9,Resolved
TCKT000985,CUST00700,2025-06-17,Card Not Working,15,Resolved
TCKT000986,CUST00980,2024-01-15,Incorrect Charge,10,Pending
TCKT000987,CUST00008,2024-11-08,Account Locked,3,Unresolved
TCKT000988,CUST00549,2023-07-12,Login Issue,14,Unresolved
TCKT000989,CUST00520,2025-03-30,Delayed Credit,11,Resolved
TCKT000990,CUST00241,2024-03-13,Incorrect Charge,5,Resolved
TCKT000991,CUST00519,2023-07-14,Failed Transaction,12,Resolved
TCKT000992,CUST00671,2023-11-10,Failed Transaction,4,Unresolved
TCKT000993,CUST00076,2024-01-23,Account Locked,8,Pending
TCKT000994,CUST00368,2025-01-23,Delayed Credit,14,Unresolved
TCKT000995,CUST00691,2023-10-30,Incorrect Charge,14,Resolved
TCKT000996,CUST00114,2025-03-04,Account Locked,8,Unresolved
TCKT000997,CUST00313,2023-09-09,Login Issue,9,Unresolved
TCKT000998,CUST00537,2024-03-15,Failed Transaction,9,Resolved
TCKT000999,CUST00365,2024-01-11,Delayed Credit,10,Pending
TCKT001000,CUST00687,2024-05-03,Failed Transaction,6,Pending
TCKT001001,CUST00358,2024-01-17,Card Not Working,2,Pending
TCKT001002,CUST00959,2024-07-28,Login Issue,4,Pending
TCKT001003,CUST00555,2025-05-24,Account Locked,15,Pending
TCKT001004,CUST00688,2023-07-31,Login Issue,10,Resolved
TCKT001005,CUST00393,2023-11-30,Failed Transaction,5,Pending
TCKT001006,CUST00699,2023-11-08,Account Locked,15,Resolved
TCKT001007,CUST00901,2024-02-15,Delayed Credit,6,Resolved
TCKT001008,CUST00034,2025-06-21,Account Locked,8,Unresolved
TCKT001009,CUST00741,2024-07-12,Account Locked,3,Pending
TCKT001010,CUST00638,2023-10-02,Card Not Working,3,Unresolved
TCKT001011,CUST00161,2024-05-19,Failed Transaction,13,Resolved
TCKT001012,CUST00337,2023-08-22,Incorrect Charge,12,Pending
TCKT001013,CUST00568,2023-11-19,Account Locked,9,Pending
TCKT001014,CUST00670,2025-03-31,Card Not Working,6,Pending
TCKT001015,CUST00518,2024-10-02,Failed Transaction,3,Pending
TCKT001016,CUST00263,2024-03-05,Card Not Working,2,Pending
TCKT001017,CUST00341,2025-03-16,Delayed Credit,3,Unresolved
TCKT001018,CUST00867,2023-11-11,Login Issue,8,Resolved
TCKT001019,CUST00925,2024-07-15,Card Not Working,8,Pending
TCKT001020,CUST00127,2024-11-17,Login Issue,5,Resolved
TCKT001021,CUST00943,2025-02-13,Login Issue,6,Resolved
TCKT001022,CUST00179,2023-10-20,Failed Transaction,9,Resolved
TCKT001023,CUST00638,2023-12-15,Card Not Working,4,Resolved
TCKT001024,CUST00109,2025-03-04,Delayed Credit,9,Resolved
TCKT001025,CUST00316,2024-10-12,Account Locked,3,Unresolved
TCKT001026,CUST00989,2024-02-16,Failed Transaction,7,Unresolved
TCKT001027,CUST00618,2024-03-23,Login Issue,15,Unresolved
TCKT001028,CUST00715,2024-09-16,Card Not Working,1,Unresolved
TCKT001029,CUST00369,2025-03-20,Account Locked,5,Unresolved
TCKT001030,CUST00030,2023-10-15,Failed Transaction,9,Unresolved
TCKT001031,CUST00155,2024-10-23,Card Not Working,5,Resolved
TCKT001032,CUST00388,2024-01-26,Incorrect Charge,8,Unresolved
TCKT001033,CUST00160,2024-08-19,Failed Transaction,9,Resolved
TCKT001034,CUST00956,2025-02-17,Login Issue,11,Unresolved
TCKT001035,CUST00630,2024-09-18,Delayed Credit,11,Resolved
TCKT001036,CUST00419,2024-08-12,Delayed Credit,8,Resolved
TCKT001037,CUST00406,2025-06-16,Card Not Working,12,Pending
TCKT001038,CUST00731,2024-11-22,Incorrect Charge,3,Pending
TCKT001039,CUST00844,2023-10-28,Incorrect Charge,15,Resolved
TCKT001040,CUST00918,2025-04-10,Login Issue,12,Pending
TCKT001041,CUST00926,2024-10-27,Delayed Credit,6,Resolved
TCKT001042,CUST00808,2024-06-30,Card Not Working,2,Pending
TCKT001043,CUST00738,2024-06-14,Card Not Working,11,Unresolved
TCKT001044,CUST00917,2025-03-04,Account Locked,2,Pending
TCKT001045,CUST00917,2024-12-27,Login Issue,12,Resolved
TCKT001046,CUST00115,2023-11-12,Login Issue,9,Resolved
TCKT001047,CUST00022,2023-09-18,Account Locked,3,Pending
TCKT001048,CUST00366,2023-09-04,Account Locked,9,Pending
TCKT001049,CUST00421,2023-11-16,Delayed Credit,10,Pending
TCKT001050,CUST00153,2023-11-08,Account Locked,11,Pending
TCKT001051,CUST00348,2023-10-31,Account Locked,6,Unresolved
TCKT001052,CUST00126,2023-09-08,Failed Transaction,8,Unresolved
TCKT001053,CUST00986,2025-05-27,Incorrect Charge,5,Unresolved
TCKT001054,CUST00593,2024-04-29,Login Issue,4,Unresolved
TCKT001055,CUST00492,2023-10-31,Login Issue,1,Pending
TCKT001056,CUST00425,2024-02-21,Delayed Credit,7,Pending
TCKT001057,CUST00018,2025-01-18,Card Not Working,9,Unresolved
TCKT001058,CUST00314,2024-07-14,Card Not Working,2,Unresolved
TCKT001059,CUST00969,2024-06-06,Failed Transaction,8,Resolved
TCKT001060,CUST00589,2024-06-22,Failed Transaction,12,Unresolved
TCKT001061,CUST00172,2023-07-30,Login Issue,2,Unresolved
TCKT001062,CUST00429,2025-03-28,Card Not Working,9,Unresolved
TCKT001063,CUST00902,2024-08-28,Incorrect Charge,4,Pending
TCKT001064,CUST00880,2024-02-16,Card Not Working,10,Unresolved
TCKT001065,CUST00369,2024-01-10,Delayed Credit,12,Unresolved
TCKT001066,CUST00127,2023-10-29,Card Not Working,15,Resolved
TCKT001067,CUST00237,2024-08-05,Delayed Credit,8,Pending
TCKT001068,CUST00507,2025-02-21,Delayed Credit,2,Unresolved
TCKT001069,CUST00365,2025-03-18,Failed Transaction,2,Resolved
TCKT001070,CUST00018,2024-11-30,Login Issue,11,Unresolved
TCKT001071,CUST00929,2024-07-04,Failed Transaction,4,Resolved
TCKT001072,CUST00333,2024-04-18,Failed Transaction,13,Pending
TCKT001073,CUST00713,2023-11-11,Login Issue,5,Resolved
TCKT001074,CUST00172,2024-02-10,Account Locked,7,Unresolved
TCKT001075,CUST00087,2023-10-05,Card Not Working,9,Unresolved
TCKT001076,CUST00971,2023-08-28,Delayed Credit,4,Pending
TCKT001077,CUST00704,2025-02-10,Delayed Credit,5,Resolved
TCKT001078,CUST00566,2024-12-25,Account Locked,8,Pending
TCKT001079,CUST00270,2024-06-17,Account Locked,15,Unresolved
TCKT001080,CUST00372,2025-04-22,Incorrect Charge,9,Unresolved
TCKT001081,CUST00064,2024-03-05,Delayed Credit,13,Pending
TCKT001082,CUST00058,2024-10-06,Card Not Working,11,Resolved
TCKT001083,CUST00439,2024-04-08,Login Issue,13,Pending
TCKT001084,CUST00571,2023-08-23,Account Locked,9,Resolved
TCKT001085,CUST00171,2024-05-23,Login Issue,1,Unresolved
TCKT001086,CUST00051,2024-12-10,Failed Transaction,13,Pending
TCKT001087,CUST00919,2023-10-15,Login Issue,8,Pending
TCKT001088,CUST00493,2024-05-01,Account Locked,3,Resolved
TCKT001089,CUST00572,2024-06-12,Card Not Working,7,Unresolved
TCKT001090,CUST00226,2025-04-15,Card Not Working,5,Resolved
TCKT001091,CUST00665,2024-04-10,Incorrect Charge,11,Pending
TCKT001092,CUST00023,2023-07-08,Card Not Working,10,Resolved
TCKT001093,CUST00596,2024-12-19,Failed Transaction,8,Pending
TCKT001094,CUST00050,2023-11-16,Card Not Working,5,Pending
TCKT001095,CUST00428,2024-03-02,Card Not Working,13,Resolved
TCKT001096,CUST00237,2025-03-15,Card Not Working,1,Pending
TCKT001097,CUST00406,2023-12-21,Incorrect Charge,2,Unresolved
TCKT001098,CUST00639,2023-11-10,Login Issue,4,Resolved
TCKT001099,CUST00499,2023-07-10,Incorrect Charge,6,Unresolved
TCKT001100,CUST00187,2024-06-06,Login Issue,1,Unresolved
TCKT001101,CUST00791,2024-06-02,Delayed Credit,7,Pending
TCKT001102,CUST00641,2024-01-30,Card Not Working,6,Pending
TCKT001103,CUST00545,2024-03-14,Incorrect Charge,2,Resolved
TCKT001104,CUST00906,2025-01-13,Card Not Working,15,Pending
TCKT001105,CUST00710,2024-03-07,Card Not Working,1,Pending
TCKT001106,CUST00475,2025-02-09,Account Locked,2,Pending
TCKT001107,CUST00415,2023-09-04,Delayed Credit,9,Unresolved
TCKT001108,CUST00217,2024-07-24,Incorrect Charge,6,Resolved
TCKT001109,CUST00821,2025-01-31,Card Not Working,3,Pending
TCKT001110,CUST00585,2023-09-02,Account Locked,7,Unresolved
TCKT001111,CUST00023,2023-09-07,Failed Transaction,5,Unresolved
TCKT001112,CUST00167,2023-10-23,Account Locked,3,Pending
TCKT001113,CUST00805,2025-06-15,Card Not Working,10,Resolved
TCKT001114,CUST00168,2024-12-30,Login Issue,2,Pending
TCKT001115,CUST00129,2024-01-11,Failed Transaction,7,Resolved
TCKT001116,CUST00547,2025-06-21,Card Not Working,12,Pending
TCKT001117,CUST00399,2025-01-09,Login Issue,8,Resolved
TCKT001118,CUST00157,2025-05-15,Delayed Credit,9,Pending
TCKT001119,CUST00077,2024-01-26,Card Not Working,6,Pending
TCKT001120,CUST00622,2024-06-20,Account Locked,2,Resolved
TCKT001121,CUST00058,2024-10-24,Card Not Working,1,Resolved
TCKT001122,CUST00085,2025-04-16,Incorrect Charge,4,Unresolved
TCKT001123,CUST00743,2024-09-03,Card Not Working,15,Pending
TCKT001124,CUST00753,2025-04-01,Incorrect Charge,8,Resolved
TCKT001125,CUST00048,2023-12-22,Account Locked,7,Pending
TCKT001126,CUST00921,2024-11-25,Failed Transaction,7,Pending
TCKT001127,CUST00124,2024-02-13,Account Locked,8,Pending
TCKT001128,CUST00428,2024-12-05,Incorrect Charge,5,Pending
TCKT001129,CUST00753,2023-11-03,Account Locked,11,Pending
TCKT001130,CUST00096,2024-12-12,Failed Transaction,6,Unresolved
TCKT001131,CUST00375,2025-01-06,Account Locked,14,Resolved
TCKT001132,CUST00512,2023-09-24,Incorrect Charge,4,Unresolved
TCKT001133,CUST00539,2025-01-29,Card Not Working,4,Pending
TCKT001134,CUST00419,2024-07-16,Delayed Credit,3,Unresolved
TCKT001135,CUST00776,2025-04-05,Card Not Working,3,Unresolved
TCKT001136,CUST00366,2025-02-23,Incorrect Charge,10,Pending
TCKT001137,CUST00189,2024-03-22,Delayed Credit,3,Resolved
TCKT001138,CUST00436,2024-12-09,Login Issue,11,Resolved
TCKT001139,CUST00718,2023-09-23,Failed Transaction,4,Unresolved
TCKT001140,CUST00919,2024-04-29,Delayed Credit,9,Unresolved
TCKT001141,CUST00687,2025-06-09,Login Issue,15,Resolved
TCKT001142,CUST00098,2023-09-01,Failed Transaction,5,Unresolved
TCKT001143,CUST00030,2025-06-30,Failed Transaction,2,Resolved
TCKT001144,CUST00222,2025-02-17,Failed Transaction,4,Unresolved
TCKT001145,CUST00049,2024-08-14,Delayed Credit,14,Pending
TCKT001146,CUST00153,2024-07-16,Account Locked,10,Unresolved
TCKT001147,CUST00281,2024-04-28,Account Locked,4,Resolved
TCKT001148,CUST00410,2024-03-18,Card Not Working,6,Unresolved
TCKT001149,CUST00778,2024-11-10,Card Not Working,14,Resolved
TCKT001150,CUST00899,2024-05-11,Login Issue,5,Resolved
TCKT001151,CUST00035,2024-02-25,Incorrect Charge,8,Unresolved
TCKT001152,CUST00676,2023-08-30,Card Not Working,11,Unresolved
TCKT001153,CUST00654,2024-09-13,Card Not Working,3,Resolved
TCKT001154,CUST00297,2024-01-21,Login Issue,12,Pending
TCKT001155,CUST00334,2024-02-13,Incorrect Charge,5,Unresolved
TCKT001156,CUST00815,2024-04-03,Failed Transaction,3,Pending
TCKT001157,CUST00563,2025-03-07,Card Not Working,5,Pending
TCKT001158,CUST00422,2025-06-08,Account Locked,14,Resolved
TCKT001159,CUST00895,2024-03-31,Delayed Credit,12,Unresolved
TCKT001160,CUST00153,2024-06-13,Login Issue,2,Unresolved
TCKT001161,CUST00647,2023-07-15,Card Not Working,10,Unresolved
TCKT001162,CUST00069,2024-08-05,Delayed Credit,13,Pending
TCKT001163,CUST00089,2024-11-13,Delayed Credit,15,Resolved
TCKT001164,CUST00576,2023-07-19,Failed Transaction,14,Resolved
TCKT001165,CUST00304,2023-07-27,Delayed Credit,10,Resolved
TCKT001166,CUST00103,2023-11-02,Account Locked,11,Resolved
TCKT001167,CUST00878,2025-06-15,Card Not Working,5,Resolved
TCKT001168,CUST00308,2025-06-03,Card Not Working,3,Pending
TCKT001169,CUST00314,2025-06-13,Failed Transaction,5,Resolved
TCKT001170,CUST00566,2023-08-09,Login Issue,14,Resolved
TCKT001171,CUST00172,2025-02-21,Card Not Working,4,Pending
TCKT001172,CUST00971,2023-12-08,Account Locked,1,Pending
TCKT001173,CUST00160,2024-12-14,Card Not Working,15,Unresolved
TCKT001174,CUST00814,2024-10-13,Card Not Working,14,Resolved
TCKT001175,CUST00976,2024-02-22,Delayed Credit,14,Unresolved
TCKT001176,CUST00849,2024-10-11,Incorrect Charge,7,Unresolved
TCKT001177,CUST00207,2023-11-10,Login Issue,7,Unresolved
TCKT001178,CUST00968,2024-12-04,Incorrect Charge,10,Resolved
TCKT001179,CUST00372,2023-11-27,Failed Transaction,9,Resolved
TCKT001180,CUST00085,2024-11-18,Incorrect Charge,15,Pending
TCKT001181,CUST00875,2023-10-07,Card Not Working,15,Pending
TCKT001182,CUST00419,2025-06-02,Incorrect Charge,10,Unresolved
TCKT001183,CUST00506,2023-12-18,Delayed Credit,3,Resolved
TCKT001184,CUST00604,2025-03-04,Login Issue,15,Unresolved
TCKT001185,CUST00098,2024-06-02,Failed Transaction,6,Pending
TCKT001186,CUST00101,2023-08-03,Login Issue,1,Resolved
TCKT001187,CUST00146,2024-06-10,Delayed Credit,3,Resolved
TCKT001188,CUST00961,2023-08-04,Delayed Credit,5,Pending
TCKT001189,CUST00657,2023-11-26,Incorrect Charge,3,Pending
TCKT001190,CUST00576,2025-03-05,Login Issue,15,Unresolved
TCKT001191,CUST00551,2025-04-15,Delayed Credit,5,Resolved
TCKT001192,CUST00404,2024-10-13,Card Not Working,1,Resolved
TCKT001193,CUST00045,2025-05-06,Login Issue,5,Resolved
TCKT001194,CUST00448,2024-04-02,Delayed Credit,10,Resolved
TCKT001195,CUST00048,2024-01-31,Failed Transaction,13,Unresolved
TCKT001196,CUST00671,2023-08-14,Failed Transaction,11,Pending
TCKT001197,CUST00388,2024-04-19,Account Locked,4,Unresolved
TCKT001198,CUST00592,2025-01-10,Delayed Credit,3,Unresolved
TCKT001199,CUST00287,2025-03-16,Card Not Working,12,Resolved
TCKT001200,CUST00332,2025-03-13,Delayed Credit,1,Unresolved
TCKT001201,CUST00311,2023-10-30,Failed Transaction,15,Resolved
TCKT001202,CUST00228,2024-05-20,Delayed Credit,15,Resolved
TCKT001203,CUST00609,2025-01-05,Delayed Credit,13,Resolved
TCKT001204,CUST00065,2024-09-16,Incorrect Charge,11,Resolved
TCKT001205,CUST00927,2025-05-22,Card Not Working,15,Pending
TCKT001206,CUST00249,2024-07-01,Delayed Credit,4,Pending
TCKT001207,CUST00619,2023-09-08,Failed Transaction,10,Unresolved
TCKT001208,CUST00440,2025-06-10,Login Issue,15,Unresolved
TCKT001209,CUST00485,2024-07-25,Card Not Working,4,Resolved
TCKT001210,CUST00782,2024-12-28,Failed Transaction,2,Pending
TCKT001211,CUST00934,2025-06-24,Incorrect Charge,7,Unresolved
TCKT001212,CUST00903,2025-02-07,Failed Transaction,10,Pending
TCKT001213,CUST00812,2023-11-16,Account Locked,13,Resolved
TCKT001214,CUST00232,2023-09-08,Card Not Working,7,Resolved
TCKT001215,CUST00859,2024-06-16,Incorrect Charge,8,Unresolved
TCKT001216,CUST00521,2025-03-01,Delayed Credit,11,Unresolved
TCKT001217,CUST00250,2024-05-23,Delayed Credit,12,Unresolved
TCKT001218,CUST00250,2025-01-12,Login Issue,8,Pending
