transaction_id,customer_id,transaction_date,transaction_type,transaction_amount,channels,currency
TXN011855,CUST00641,2022-07-13,Debit,487936.42,Apps,Pounds
TXN011856,CUST00233,2025-06-21,Debit,585031.16,Apps,Pounds
TXN011857,CUST00004,2024-05-04,Debit,359242.27,Apps,Naira
TXN011858,CUST00397,2023-02-15,Debit,142452.4,Apps,Naira
TXN011859,CUST00607,2022-08-16,Debit,29756.17,POS,Naira
TXN011860,CUST00912,2024-06-26,Debit,639029.78,POS,Dollar
TXN011861,CUST00100,2022-09-24,Debit,623894.49,Web,Euros
TXN011862,CUST00612,2022-09-05,Debit,881835.88,POS,Euros
TXN011863,CUST00263,2023-04-29,Debit,237178.46,USSD,Dollar
TXN011864,CUST00595,2023-09-08,Credit,427859.73,USSD,Yen
TXN011865,CUST00034,2025-02-06,Credit,151524.74,Apps,Naira
TXN011866,CUST00252,2024-05-17,Debit,67129.66,Apps,Euros
TXN011867,CUST00589,2024-12-05,Debit,154883.58,Web,Naira
TXN011868,CUST00216,2025-05-02,Debit,47341.79,Web,Dollar
TXN011869,CUST00618,2024-06-10,Credit,532218.99,Apps,Dollar
TXN011870,CUST00800,2024-12-06,Debit,135881.47,Web,Naira
TXN011871,CUST00301,2023-07-07,Credit,81360.73,Cards,Dollar
TXN011872,CUST00288,2024-06-15,Credit,855715.78,Cards,Yen
TXN011873,CUST00088,2025-01-26,Debit,1587.46,POS,Euros
TXN011874,CUST00673,2025-06-20,Debit,196765.62,Web,Dollar
TXN011875,CUST00895,2024-09-10,Credit,581069.93,Apps,Pounds
TXN011876,CUST00847,2024-02-14,Debit,759111.0,POS,Euros
TXN011877,CUST00166,2023-06-07,Debit,849685.85,POS,Euros
TXN011878,CUST00153,2023-02-06,Debit,361658.23,Web,Naira
TXN011879,CUST00501,2024-12-08,Debit,643736.54,POS,Dollar
TXN011880,CUST00953,2025-06-01,Credit,818195.96,POS,Dollar
TXN011881,CUST00508,2022-08-23,Debit,15569.14,Web,Pounds
TXN011882,CUST00146,2025-01-18,Debit,824353.94,Web,Dollar
TXN011883,CUST00545,2022-07-31,Debit,389575.6,USSD,Pounds
TXN011884,CUST00221,2023-08-04,Debit,903322.75,USSD,Dollar
TXN011885,CUST00731,2023-10-03,Debit,799607.53,USSD,Pounds
TXN011886,CUST00626,2023-12-04,Debit,363256.58,POS,Dollar
TXN011887,CUST00600,2024-01-27,Credit,884756.9,Web,Pounds
TXN011888,CUST00493,2022-12-25,Debit,170972.55,Cards,Yen
TXN011889,CUST00176,2023-11-16,Credit,388168.92,POS,Euros
TXN011890,CUST00125,2024-05-09,Debit,60214.64,USSD,Naira
TXN011891,CUST00605,2024-08-16,Credit,321737.48,POS,Euros
TXN011892,CUST00940,2024-05-22,Credit,559911.82,POS,Pounds
TXN011893,CUST00683,2023-01-13,Credit,830078.1,Cards,Euros
TXN011894,CUST00499,2023-11-20,Debit,122825.61,Web,Euros
TXN011895,CUST00408,2023-03-02,Credit,251952.67,POS,Yen
TXN011896,CUST00815,2025-05-12,Debit,652559.55,Cards,Yen
TXN011897,CUST00909,2024-04-25,Debit,696320.84,Cards,Dollar
TXN011898,CUST00009,2023-06-09,Debit,934839.6,USSD,Euros
TXN011899,CUST00815,2023-04-24,Credit,578408.64,Cards,Yen
TXN011900,CUST00320,2024-06-05,Debit,160960.01,Apps,Euros
TXN011901,CUST00849,2024-11-30,Debit,455484.07,Cards,Pounds
TXN011902,CUST00679,2024-09-12,Debit,582879.93,POS,Pounds
TXN011903,CUST00332,2024-03-29,Debit,777818.44,Apps,Euros
TXN011904,CUST00257,2024-10-20,Credit,221857.96,USSD,Yen
TXN011905,CUST00308,2024-11-24,Debit,572817.37,Cards,Dollar
TXN011906,CUST00070,2025-03-27,Debit,205504.53,Apps,Dollar
TXN011907,CUST00815,2025-05-09,Debit,12601.23,POS,Naira
TXN011908,CUST00270,2025-02-09,Credit,438002.16,Cards,Yen
TXN011909,CUST00045,2024-02-23,Credit,732533.09,Apps,Euros
TXN011910,CUST00915,2024-12-14,Credit,815569.37,Web,Naira
TXN011911,CUST00978,2024-11-10,Credit,459809.3,Apps,Naira
TXN011912,CUST00404,2022-09-14,Debit,563342.04,USSD,Naira
TXN011913,CUST00309,2025-01-22,Credit,608587.92,Apps,Naira
TXN011914,CUST00334,2024-06-05,Debit,449688.78,POS,Pounds
TXN011915,CUST00743,2025-06-03,Credit,172402.55,Web,Naira
TXN011916,CUST00437,2024-01-29,Credit,301681.55,POS,Dollar
TXN011917,CUST00469,2023-09-26,Credit,521207.83,POS,Euros
TXN011918,CUST00504,2024-01-09,Debit,129488.12,Cards,Euros
TXN011919,CUST00919,2023-11-28,Credit,361634.41,USSD,Naira
TXN011920,CUST00472,2023-03-29,Debit,134512.73,POS,Euros
TXN011921,CUST00370,2024-01-24,Debit,143707.52,USSD,Pounds
TXN011922,CUST00931,2023-02-08,Credit,405916.21,USSD,Pounds
TXN011923,CUST00973,2025-06-24,Credit,605187.13,Apps,Yen
TXN011924,CUST00481,2025-06-13,Debit,322918.95,Web,Yen
TXN011925,CUST00175,2023-11-01,Debit,597740.64,Cards,Yen
TXN011926,CUST00846,2025-01-20,Credit,778630.52,Apps,Dollar
TXN011927,CUST00344,2024-05-21,Credit,728639.4,POS,Dollar
TXN011928,CUST00907,2023-02-24,Debit,9148.91,POS,Yen
TXN011929,CUST00318,2024-03-11,Credit,460257.11,Web,Naira
TXN011930,CUST00487,2024-03-10,Debit,774807.66,POS,Pounds
TXN011931,CUST00474,2024-02-14,Credit,814364.55,Apps,Naira
TXN011932,CUST00233,2024-12-28,Credit,8254.33,Apps,Euros
TXN011933,CUST00712,2024-01-27,Debit,457451.03,Web,Dollar
TXN011934,CUST00600,2022-10-14,Debit,892761.32,USSD,Pounds
TXN011935,CUST00753,2023-11-04,Debit,385594.95,USSD,Dollar
TXN011936,CUST00386,2024-06-28,Credit,451841.2,USSD,Dollar
TXN011937,CUST00404,2023-07-14,Debit,132474.63,POS,Pounds
TXN011938,CUST00062,2022-12-17,Debit,278746.81,Apps,Pounds
TXN011939,CUST00768,2024-10-28,Credit,22801.35,Web,Euros
TXN011940,CUST00272,2023-12-21,Credit,488305.08,Apps,Yen
TXN011941,CUST00555,2025-06-19,Credit,705053.66,Apps,Naira
TXN011942,CUST00321,2023-04-14,Debit,732140.0,Apps,Dollar
TXN011943,CUST00504,2024-04-24,Credit,466047.45,Web,Naira
TXN011944,CUST00774,2024-08-02,Debit,900692.48,POS,Dollar
TXN011945,CUST00937,2023-11-10,Debit,587218.78,Apps,Naira
TXN011946,CUST00145,2024-05-11,Debit,656655.88,Cards,Dollar
TXN011947,CUST00201,2025-05-29,Debit,165292.36,Cards,Euros
TXN011948,CUST00968,2023-11-14,Credit,47963.69,Web,Euros
TXN011949,CUST00114,2023-05-19,Debit,96895.12,Apps,Dollar
TXN011950,CUST00049,2023-01-10,Credit,461926.51,Web,Naira
TXN011951,CUST00340,2022-11-05,Credit,134084.83,Apps,Dollar
TXN011952,CUST00361,2024-06-17,Credit,447657.79,USSD,Euros
TXN011953,CUST00760,2023-06-01,Debit,435222.61,USSD,Pounds
TXN011954,CUST00754,2022-10-17,Debit,236942.8,Cards,Euros
TXN011955,CUST00003,2024-11-07,Debit,401211.64,Apps,Yen
TXN011956,CUST00150,2023-05-08,Debit,388033.52,Apps,Pounds
TXN011957,CUST00070,2025-06-18,Debit,675926.76,POS,Euros
TXN011958,CUST00727,2023-04-19,Credit,238110.65,Web,Dollar
TXN011959,CUST00463,2022-08-24,Credit,695026.54,Cards,Naira
TXN011960,CUST00267,2023-12-07,Debit,580147.99,Web,Naira
TXN011961,CUST00460,2023-02-06,Credit,591510.52,Cards,Yen
TXN011962,CUST00394,2023-06-24,Debit,193583.59,USSD,Naira
TXN011963,CUST00907,2023-12-10,Credit,767154.73,USSD,Dollar
TXN011964,CUST00648,2023-04-22,Debit,423945.48,POS,Pounds
TXN011965,CUST00726,2023-05-17,Credit,982902.07,POS,Dollar
TXN011966,CUST00323,2025-05-06,Debit,500149.58,Apps,Naira
TXN011967,CUST00625,2022-10-27,Debit,223870.98,Web,Naira
TXN011968,CUST00717,2023-11-20,Debit,867527.6,Apps,Pounds
TXN011969,CUST00490,2024-11-02,Credit,876274.86,Web,Dollar
TXN011970,CUST00941,2023-07-15,Credit,163007.3,Web,Euros
TXN011971,CUST00872,2022-09-17,Debit,427982.43,Web,Dollar
TXN011972,CUST00557,2022-08-13,Debit,201033.26,Web,Yen
TXN011973,CUST00211,2024-07-09,Debit,476528.83,Cards,Euros
TXN011974,CUST00042,2024-05-19,Credit,695070.33,Cards,Naira
TXN011975,CUST00710,2023-03-18,Credit,764705.44,Web,Yen
TXN011976,CUST00326,2023-07-02,Debit,679021.93,Cards,Dollar
TXN011977,CUST00270,2023-04-23,Credit,34793.02,Web,Euros
TXN011978,CUST00884,2024-03-15,Debit,858019.73,Apps,Dollar
TXN011979,CUST00152,2025-01-10,Debit,706111.06,USSD,Yen
TXN011980,CUST00714,2024-11-13,Credit,15545.74,USSD,Naira
TXN011981,CUST00723,2022-11-05,Credit,445482.28,USSD,Pounds
TXN011982,CUST00207,2024-01-18,Credit,405640.89,Cards,Naira
TXN011983,CUST00536,2023-07-25,Debit,983583.99,Web,Dollar
TXN011984,CUST00412,2023-11-10,Credit,497508.69,Cards,Euros
TXN011985,CUST00429,2023-12-04,Debit,506124.42,POS,Euros
TXN011986,CUST00413,2025-02-26,Debit,71126.43,Apps,Dollar
TXN011987,CUST00283,2023-08-20,Credit,377626.13,Apps,Dollar
TXN011988,CUST00607,2024-01-22,Debit,961008.13,Apps,Yen
TXN011989,CUST00742,2025-06-02,Credit,41131.12,Web,Euros
TXN011990,CUST00349,2024-09-30,Debit,473370.14,USSD,Pounds
TXN011991,CUST00619,2024-12-14,Debit,766256.66,Web,Yen
TXN011992,CUST00616,2023-12-21,Debit,63998.31,Web,Pounds
TXN011993,CUST00196,2024-01-23,Debit,228823.56,USSD,Dollar
TXN011994,CUST00704,2025-01-14,Debit,48043.86,Cards,Yen
TXN011995,CUST00489,2024-02-14,Debit,580767.78,Apps,Dollar
TXN011996,CUST00185,2022-12-24,Debit,936143.65,USSD,Euros
TXN011997,CUST00740,2025-06-12,Debit,877182.63,Web,Yen
TXN011998,CUST00832,2025-03-06,Credit,341376.12,Web,Euros
TXN011999,CUST00532,2023-10-16,Debit,20694.76,Web,Pounds
TXN012000,CUST00261,2024-01-16,Credit,136215.61,Web,Euros
TXN012001,CUST00569,2024-07-14,Credit,891441.63,POS,Yen
TXN012002,CUST00313,2023-05-24,Credit,385143.95,Apps,Euros
TXN012003,CUST00127,2023-09-25,Credit,45538.91,Cards,Euros
TXN012004,CUST00268,2023-06-16,Debit,689612.73,Apps,Pounds
TXN012005,CUST00515,2024-04-16,Debit,696084.06,Cards,Euros
TXN012006,CUST00767,2024-11-28,Debit,851512.42,POS,Dollar
TXN012007,CUST00312,2024-09-11,Credit,75887.12,POS,Yen
TXN012008,CUST00584,2023-02-10,Credit,277415.31,Cards,Pounds
TXN012009,CUST00870,2022-10-08,Credit,664033.1,USSD,Naira
TXN012010,CUST00260,2025-04-14,Debit,150403.31,POS,Pounds
TXN012011,CUST00983,2024-06-02,Credit,392269.19,Apps,Yen
TXN012012,CUST00334,2024-10-21,Credit,929554.42,Web,Euros
TXN012013,CUST00479,2023-01-20,Credit,936356.89,USSD,Dollar
TXN012014,CUST00816,2023-08-12,Credit,776405.35,USSD,Pounds
TXN012015,CUST00868,2023-09-20,Credit,172033.41,Web,Yen
TXN012016,CUST00244,2023-12-07,Debit,619204.9,Cards,Yen
TXN012017,CUST00984,2024-08-28,Credit,787809.15,Apps,Pounds
TXN012018,CUST00826,2025-03-05,Credit,81175.69,Apps,Pounds
TXN012019,CUST00780,2023-04-28,Debit,480072.0,Cards,Yen
TXN012020,CUST00442,2023-09-30,Debit,433716.49,Web,Naira
TXN012021,CUST00736,2023-01-29,Credit,968053.07,POS,Dollar
TXN012022,CUST00478,2025-05-13,Credit,63244.98,Cards,Pounds
TXN012023,CUST00961,2024-11-18,Credit,578198.09,Web,Naira
TXN012024,CUST00365,2024-04-12,Credit,309199.2,Web,Yen
TXN012025,CUST00409,2023-03-16,Credit,774764.85,USSD,Pounds
TXN012026,CUST00148,2025-03-10,Credit,980371.3,Apps,Yen
TXN012027,CUST00028,2024-06-07,Credit,880672.23,Apps,Dollar
TXN012028,CUST00507,2024-01-07,Credit,254362.8,Cards,Dollar
TXN012029,CUST00622,2023-10-12,Credit,666311.77,Apps,Euros
TXN012030,CUST00806,2024-01-15,Debit,806587.23,POS,Naira
TXN012031,CUST00218,2023-07-01,Credit,231985.71,USSD,Pounds
TXN012032,CUST00505,2025-02-22,Credit,785223.17,Apps,Yen
TXN012033,CUST00298,2023-05-21,Credit,609687.79,Apps,Dollar
TXN012034,CUST00737,2024-06-07,Debit,7995.65,Web,Yen
TXN012035,CUST00848,2024-10-30,Credit,593606.95,USSD,Euros
TXN012036,CUST00489,2023-10-16,Debit,112636.07,POS,Yen
TXN012037,CUST00914,2025-06-20,Debit,389629.2,Cards,Yen
TXN012038,CUST00297,2024-03-24,Debit,773021.39,Apps,Yen
TXN012039,CUST00471,2025-05-14,Credit,423765.55,Apps,Naira
TXN012040,CUST00432,2025-04-08,Debit,633826.15,USSD,Dollar
TXN012041,CUST00003,2023-01-11,Debit,770474.86,POS,Euros
TXN012042,CUST00818,2023-04-24,Credit,115376.13,Web,Pounds
TXN012043,CUST00291,2024-02-23,Credit,419493.7,Apps,Euros
TXN012044,CUST00633,2023-05-19,Debit,17820.52,Apps,Yen
TXN012045,CUST00655,2023-11-22,Credit,173870.44,Apps,Naira
TXN012046,CUST00080,2023-12-08,Debit,825398.83,Apps,Dollar
TXN012047,CUST00175,2023-07-25,Credit,266375.59,USSD,Dollar
TXN012048,CUST00424,2023-10-24,Debit,921755.5,Apps,Euros
TXN012049,CUST00362,2024-12-19,Debit,166757.33,POS,Euros
TXN012050,CUST00720,2025-05-30,Credit,518605.95,Apps,Dollar
TXN012051,CUST00015,2024-08-18,Debit,527349.32,Web,Naira
TXN012052,CUST00874,2024-11-03,Debit,772780.0,POS,Euros
TXN012053,CUST00274,2024-07-29,Debit,797586.23,USSD,Naira
TXN012054,CUST00119,2022-10-18,Debit,331897.93,POS,Yen
TXN012055,CUST00687,2023-02-27,Debit,125778.7,Apps,Naira
TXN012056,CUST00171,2025-04-05,Debit,722461.3,POS,Pounds
TXN012057,CUST00812,2024-02-08,Debit,522117.29,Web,Euros
TXN012058,CUST00609,2024-11-28,Credit,343739.08,Web,Pounds
TXN012059,CUST00904,2024-03-18,Credit,831796.83,Web,Dollar
TXN012060,CUST00677,2023-11-22,Credit,101352.8,Cards,Dollar
TXN012061,CUST00305,2022-10-07,Credit,137032.38,POS,Dollar
TXN012062,CUST00460,2024-07-06,Credit,212164.45,Apps,Euros
TXN012063,CUST00098,2023-03-04,Debit,658997.21,POS,Euros
TXN012064,CUST00228,2024-10-03,Credit,635544.12,Web,Euros
TXN012065,CUST00974,2022-08-29,Credit,895660.51,Web,Naira
TXN012066,CUST00323,2024-05-14,Debit,442599.73,USSD,Dollar
TXN012067,CUST00422,2024-01-25,Debit,238646.49,USSD,Pounds
TXN012068,CUST00203,2023-06-19,Debit,68028.71,Cards,Pounds
TXN012069,CUST00660,2024-04-23,Credit,21735.85,POS,Dollar
TXN012070,CUST00226,2024-03-17,Debit,236931.65,USSD,Dollar
TXN012071,CUST00762,2025-05-02,Debit,960749.22,Cards,Yen
TXN012072,CUST00531,2024-11-26,Debit,922356.89,POS,Dollar
TXN012073,CUST00516,2023-04-27,Debit,325459.69,USSD,Dollar
TXN012074,CUST00839,2023-02-12,Debit,678612.63,Cards,Euros
TXN012075,CUST00809,2023-11-20,Credit,185823.79,Web,Euros
TXN012076,CUST00524,2024-05-21,Credit,138601.08,USSD,Pounds
TXN012077,CUST00231,2024-12-31,Debit,596798.68,Apps,Dollar
TXN012078,CUST00955,2024-03-17,Debit,65963.21,Web,Dollar
TXN012079,CUST00247,2024-10-20,Debit,36552.83,Apps,Dollar
TXN012080,CUST00197,2023-03-05,Credit,391695.29,Apps,Dollar
TXN012081,CUST00972,2024-07-15,Credit,61072.9,POS,Naira
TXN012082,CUST00914,2024-09-13,Debit,637228.97,Web,Yen
TXN012083,CUST00157,2022-07-15,Debit,493707.85,POS,Naira
TXN012084,CUST00834,2025-02-12,Debit,526682.57,Cards,Dollar
TXN012085,CUST00718,2023-12-05,Debit,119099.4,Web,Yen
TXN012086,CUST00883,2023-07-28,Credit,243740.82,POS,Naira
TXN012087,CUST00830,2025-04-17,Debit,781800.27,USSD,Dollar
TXN012088,CUST00748,2023-08-08,Debit,54940.07,POS,Euros
TXN012089,CUST00758,2023-08-15,Debit,402143.11,Cards,Yen
TXN012090,CUST00298,2024-09-18,Credit,196083.22,USSD,Yen
TXN012091,CUST00921,2022-12-12,Debit,349647.58,USSD,Yen
TXN012092,CUST00369,2024-08-14,Debit,480467.14,USSD,Dollar
TXN012093,CUST00799,2024-12-09,Credit,832639.83,Apps,Yen
TXN012094,CUST00408,2024-02-06,Credit,567867.64,USSD,Pounds
TXN012095,CUST00045,2024-04-08,Credit,371468.73,Apps,Naira
TXN012096,CUST00294,2025-04-05,Debit,847381.62,USSD,Naira
TXN012097,CUST00842,2024-05-09,Debit,164616.8,USSD,Pounds
TXN012098,CUST00430,2024-01-08,Debit,779901.95,Cards,Dollar
TXN012099,CUST00050,2022-10-30,Debit,207530.6,Web,Pounds
TXN012100,CUST00310,2023-05-06,Credit,912066.8,Cards,Dollar
TXN012101,CUST00135,2024-03-29,Credit,298743.85,Web,Yen
TXN012102,CUST00119,2024-03-05,Credit,272569.63,USSD,Euros
TXN012103,CUST00313,2024-08-28,Credit,564533.44,USSD,Dollar
TXN012104,CUST00383,2024-12-26,Debit,947004.97,Cards,Euros
TXN012105,CUST00553,2025-06-12,Debit,187098.18,Apps,Pounds
TXN012106,CUST00731,2025-07-02,Debit,546599.4,USSD,Dollar
TXN012107,CUST00184,2024-11-16,Credit,966336.43,Apps,Yen
TXN012108,CUST00425,2023-11-01,Debit,482920.56,USSD,Euros
TXN012109,CUST00927,2023-07-12,Credit,54218.24,Cards,Dollar
TXN012110,CUST00848,2024-02-09,Debit,658834.95,Web,Euros
TXN012111,CUST00371,2023-09-03,Debit,263719.21,Apps,Yen
TXN012112,CUST00733,2023-09-30,Debit,943006.96,POS,Dollar
TXN012113,CUST00237,2022-10-28,Debit,836504.29,Cards,Naira
TXN012114,CUST00500,2024-12-10,Debit,149584.63,USSD,Dollar
TXN012115,CUST00085,2025-06-28,Debit,588643.02,Cards,Yen
TXN012116,CUST00677,2024-04-19,Debit,652531.39,Apps,Euros
TXN012117,CUST00237,2023-12-24,Debit,867599.44,Apps,Pounds
TXN012118,CUST00355,2022-12-13,Debit,924037.72,Web,Naira
TXN012119,CUST00047,2023-08-30,Credit,536530.92,Cards,Pounds
TXN012120,CUST00611,2022-10-04,Debit,178999.84,Cards,Euros
TXN012121,CUST00906,2024-06-25,Debit,276783.1,Web,Yen
TXN012122,CUST00933,2024-06-05,Debit,406758.02,Web,Yen
TXN012123,CUST00414,2022-12-07,Debit,977050.96,USSD,Euros
TXN012124,CUST00524,2023-06-06,Debit,816265.45,POS,Pounds
TXN012125,CUST00952,2023-02-06,Debit,205602.24,Apps,Naira
TXN012126,CUST00770,2024-10-09,Debit,977172.87,Cards,Pounds
TXN012127,CUST00656,2025-04-04,Debit,352040.74,Web,Yen
TXN012128,CUST00091,2024-07-31,Debit,165710.7,POS,Euros
TXN012129,CUST00820,2024-04-02,Credit,768260.31,POS,Pounds
TXN012130,CUST00247,2024-06-25,Credit,256330.34,POS,Dollar
TXN012131,CUST00242,2024-02-02,Debit,821493.9,Cards,Dollar
TXN012132,CUST00030,2023-03-08,Credit,154602.08,POS,Yen
TXN012133,CUST00491,2022-08-13,Debit,885336.89,Cards,Yen
TXN012134,CUST00043,2023-01-10,Credit,639374.17,POS,Naira
TXN012135,CUST00284,2024-12-25,Credit,290361.07,Apps,Dollar
TXN012136,CUST00712,2023-10-25,Debit,631766.92,Web,Euros
TXN012137,CUST00219,2024-08-01,Credit,666649.62,Cards,Euros
TXN012138,CUST00321,2023-06-20,Debit,233163.39,Apps,Euros
TXN012139,CUST00886,2024-02-03,Debit,435876.23,Web,Euros
TXN012140,CUST00695,2022-09-06,Debit,264748.19,Cards,Dollar
TXN012141,CUST00372,2025-05-27,Debit,178971.68,POS,Pounds
TXN012142,CUST00118,2025-05-21,Debit,472770.81,Apps,Euros
TXN012143,CUST00680,2024-05-12,Credit,646664.72,Apps,Yen
TXN012144,CUST00818,2024-08-19,Credit,483439.53,Web,Pounds
TXN012145,CUST00962,2022-11-22,Debit,268150.53,Apps,Dollar
TXN012146,CUST00743,2023-10-02,Debit,75284.86,Apps,Euros
TXN012147,CUST00383,2025-03-27,Debit,422251.91,USSD,Pounds
TXN012148,CUST00616,2022-09-10,Credit,536172.3,Apps,Pounds
TXN012149,CUST00765,2024-10-06,Debit,718623.34,POS,Naira
TXN012150,CUST00726,2022-07-18,Credit,891985.94,Apps,Pounds
TXN012151,CUST00028,2023-04-12,Credit,610442.82,POS,Dollar
TXN012152,CUST00466,2024-06-24,Credit,461133.14,USSD,Yen
TXN012153,CUST00347,2024-03-23,Credit,873699.12,POS,Pounds
TXN012154,CUST00244,2023-02-26,Credit,959827.63,POS,Naira
TXN012155,CUST00616,2024-10-16,Debit,21402.67,Cards,Pounds
TXN012156,CUST00830,2022-12-16,Credit,543339.91,Apps,Yen
TXN012157,CUST00990,2024-11-04,Debit,900721.99,POS,Yen
TXN012158,CUST00127,2024-04-16,Debit,487166.89,Cards,Euros
TXN012159,CUST00881,2023-09-29,Debit,528095.23,USSD,Pounds
TXN012160,CUST00374,2023-02-24,Credit,435924.51,Cards,Dollar
TXN012161,CUST00382,2024-09-12,Debit,775158.39,Web,Yen
TXN012162,CUST00999,2024-03-03,Debit,820631.36,USSD,Yen
TXN012163,CUST00148,2022-10-05,Credit,67594.43,Apps,Euros
TXN012164,CUST00333,2022-08-15,Debit,631839.47,Cards,Dollar
TXN012165,CUST00501,2025-04-15,Credit,967420.83,Cards,Dollar
TXN012166,CUST00252,2022-09-25,Debit,380318.07,Web,Euros
TXN012167,CUST00245,2022-09-18,Credit,211475.91,Web,Yen
TXN012168,CUST00053,2023-02-27,Debit,106874.15,Web,Yen
TXN012169,CUST00554,2023-10-06,Debit,514893.11,Web,Yen
TXN012170,CUST00605,2024-01-10,Credit,179417.02,Apps,Euros
TXN012171,CUST00126,2022-12-26,Credit,79775.13,Cards,Naira
TXN012172,CUST00468,2023-09-11,Debit,314329.61,Web,Yen
TXN012173,CUST00385,2024-04-18,Debit,779852.87,Web,Euros
TXN012174,CUST00710,2025-04-25,Credit,926096.09,POS,Dollar
TXN012175,CUST00367,2024-06-26,Debit,537367.1,Cards,Dollar
TXN012176,CUST00813,2024-04-08,Debit,799783.76,Apps,Pounds
TXN012177,CUST00650,2023-02-25,Credit,394714.87,Web,Dollar
TXN012178,CUST00563,2022-08-11,Credit,816744.47,Web,Naira
TXN012179,CUST00612,2025-06-02,Credit,591003.59,USSD,Euros
TXN012180,CUST00522,2023-04-04,Credit,141782.35,Web,Yen
TXN012181,CUST00530,2022-08-14,Credit,586268.19,Apps,Yen
TXN012182,CUST00925,2024-06-29,Debit,625130.9,Cards,Pounds
TXN012183,CUST00522,2025-05-07,Debit,284741.8,POS,Pounds
TXN012184,CUST00777,2022-09-20,Debit,402910.55,USSD,Naira
TXN012185,CUST00534,2024-04-22,Credit,811891.44,USSD,Naira
TXN012186,CUST00502,2023-07-05,Credit,715833.35,USSD,Pounds
TXN012187,CUST00530,2024-08-08,Credit,400331.91,Apps,Euros
TXN012188,CUST00217,2024-02-20,Credit,571295.47,Web,Dollar
TXN012189,CUST00051,2023-10-07,Credit,928519.41,POS,Pounds
TXN012190,CUST00149,2022-11-21,Credit,508339.33,USSD,Euros
TXN012191,CUST00444,2023-08-28,Debit,661678.98,Web,Naira
TXN012192,CUST00284,2023-07-02,Credit,464903.34,USSD,Pounds
TXN012193,CUST00332,2023-08-26,Credit,143083.18,POS,Naira
TXN012194,CUST00414,2023-08-12,Credit,330250.16,Cards,Naira
TXN012195,CUST00899,2025-01-02,Debit,956327.91,Web,Pounds
TXN012196,CUST00025,2022-10-18,Credit,29545.85,POS,Naira
TXN012197,CUST00477,2024-08-15,Debit,684945.86,USSD,Naira
TXN012198,CUST00181,2022-12-25,Credit,893097.22,Cards,Dollar
TXN012199,CUST00568,2023-09-03,Debit,409069.35,Apps,Dollar
TXN012200,CUST00376,2022-11-17,Debit,895925.89,Cards,Naira
TXN012201,CUST00836,2022-09-10,Credit,827907.04,POS,Euros
TXN012202,CUST00266,2024-06-11,Debit,405956.55,USSD,Dollar
TXN012203,CUST00306,2023-05-19,Credit,684554.7,Web,Naira
TXN012204,CUST00827,2022-12-27,Debit,471873.88,Web,Dollar
TXN012205,CUST00634,2023-08-23,Debit,763624.41,Apps,Euros
TXN012206,CUST00957,2025-02-18,Credit,589166.15,USSD,Yen
TXN012207,CUST00094,2023-03-28,Debit,494761.56,POS,Pounds
TXN012208,CUST00784,2024-04-13,Debit,510162.3,USSD,Pounds
TXN012209,CUST00271,2025-03-19,Debit,620406.44,Cards,Dollar
TXN012210,CUST00348,2023-08-31,Debit,233033.8,Web,Naira
TXN012211,CUST00667,2023-03-23,Debit,872780.16,Apps,Pounds
TXN012212,CUST00429,2023-06-02,Credit,792725.94,Apps,Pounds
TXN012213,CUST00509,2023-01-20,Credit,203002.68,POS,Yen
TXN012214,CUST00775,2025-04-23,Debit,575995.83,Web,Yen
TXN012215,CUST00956,2024-03-05,Debit,769889.68,POS,Yen
TXN012216,CUST00905,2022-07-29,Credit,817759.09,POS,Dollar
TXN012217,CUST00757,2022-07-24,Debit,364109.45,Web,Dollar
TXN012218,CUST00890,2022-11-30,Debit,772575.28,Web,Euros
TXN012219,CUST00123,2022-11-15,Debit,685702.15,Web,Yen
TXN012220,CUST00407,2023-11-07,Debit,925089.41,POS,Pounds
TXN012221,CUST00482,2025-06-08,Debit,868518.63,USSD,Pounds
TXN012222,CUST00834,2023-06-26,Credit,127247.28,POS,Yen
TXN012223,CUST00857,2023-06-06,Debit,971517.66,POS,Dollar
TXN012224,CUST00778,2022-12-23,Credit,303746.2,Apps,Pounds
TXN012225,CUST00454,2023-06-02,Credit,21358.85,Apps,Pounds
TXN012226,CUST00969,2023-02-26,Debit,188669.06,POS,Yen
TXN012227,CUST00693,2023-11-20,Debit,994327.31,POS,Euros
TXN012228,CUST00593,2023-12-29,Debit,700833.55,Web,Euros
TXN012229,CUST00351,2025-05-07,Credit,967425.03,Apps,Yen
TXN012230,CUST00485,2022-12-25,Credit,576311.86,POS,Dollar
TXN012231,CUST00015,2023-01-23,Debit,956187.79,POS,Naira
TXN012232,CUST00506,2024-08-14,Credit,647995.53,Apps,Dollar
TXN012233,CUST00078,2025-06-03,Debit,778790.8,Web,Euros
TXN012234,CUST00193,2025-04-24,Debit,445716.0,USSD,Yen
TXN012235,CUST00186,2023-11-27,Credit,360758.27,POS,Dollar
TXN012236,CUST00713,2023-03-01,Debit,914202.96,Web,Pounds
TXN012237,CUST00005,2024-08-14,Debit,447073.15,Cards,Euros
TXN012238,CUST00940,2024-07-14,Debit,254423.58,USSD,Yen
TXN012239,CUST00097,2024-08-12,Debit,173932.19,Apps,Yen
TXN012240,CUST00980,2024-04-20,Credit,515070.26,Web,Naira
TXN012241,CUST00153,2022-10-10,Credit,847956.48,USSD,Naira
